"DateTime","AM Price"
"2020-01-29 00:00:00",10025
"2020-01-30 00:00:00",10100
"2020-01-31 00:00:00",10250
"2020-02-03 00:00:00",10450
"2020-02-04 00:00:00",10700
"2020-02-05 00:00:00",10775
"2020-02-06 00:00:00",10775
"2020-02-07 00:00:00",10775
"2020-02-10 00:00:00",10775
"2020-02-11 00:00:00",10775
"2020-02-12 00:00:00",10850
"2020-02-13 00:00:00",11075
"2020-02-14 00:00:00",11500
"2020-02-17 00:00:00",11800
"2020-02-18 00:00:00",12000
"2020-02-19 00:00:00",12550
"2020-02-20 00:00:00",12700
"2020-02-21 00:00:00",12800
"2020-02-24 00:00:00",12900
"2020-02-25 00:00:00",12950
"2020-02-26 00:00:00",12950
"2020-02-27 00:00:00",12950
"2020-02-28 00:00:00",12850
"2020-03-02 00:00:00",12500
"2020-03-03 00:00:00",12300
"2020-03-04 00:00:00",12200
"2020-03-05 00:00:00",12200
"2020-03-06 00:00:00",13200
"2020-03-09 00:00:00",13600
"2020-03-10 00:00:00",13800
"2020-03-11 00:00:00",13800
"2020-03-12 00:00:00",13600
"2020-03-13 00:00:00",12800
"2020-03-16 00:00:00",11000
"2020-03-17 00:00:00",10000
"2020-03-18 00:00:00",7500
"2020-03-19 00:00:00",6500
"2020-03-20 00:00:00",6500
"2020-03-23 00:00:00",5500
"2020-03-24 00:00:00",5500
"2020-03-25 00:00:00",8250
"2020-03-26 00:00:00",10000
"2020-03-27 00:00:00",10500
"2020-03-30 00:00:00",10700
"2020-03-31 00:00:00",10700
"2020-04-01 00:00:00",10400
"2020-04-02 00:00:00",10000
"2020-04-03 00:00:00",9400
"2020-04-06 00:00:00",8300
"2020-04-07 00:00:00",7900
"2020-04-08 00:00:00",7200
"2020-04-09 00:00:00",7200
"2020-04-13 00:00:00",7200
"2020-04-14 00:00:00",7500
"2020-04-15 00:00:00",8400
"2020-04-16 00:00:00",9400
"2020-04-17 00:00:00",9400
"2020-04-20 00:00:00",9400
"2020-04-21 00:00:00",8800
"2020-04-22 00:00:00",8100
"2020-04-23 00:00:00",8200
"2020-04-24 00:00:00",8200
"2020-04-27 00:00:00",8200
"2020-04-28 00:00:00",8200
"2020-04-29 00:00:00",7900
"2020-04-30 00:00:00",7600
"2020-05-01 00:00:00",7500
"2020-05-04 00:00:00",7300
"2020-05-05 00:00:00",7000
"2020-05-06 00:00:00",7000
"2020-05-07 00:00:00",7000
"2020-05-08 00:00:00",7000
"2020-05-11 00:00:00",7000
"2020-05-12 00:00:00",7250
"2020-05-13 00:00:00",7250
"2020-05-14 00:00:00",7250
"2020-05-15 00:00:00",7250
"2020-05-18 00:00:00",7250
"2020-05-19 00:00:00",8300
"2020-05-20 00:00:00",8575
"2020-05-21 00:00:00",8700
"2020-05-22 00:00:00",8600
"2020-05-26 00:00:00",8600
"2020-05-27 00:00:00",8700
"2020-05-28 00:00:00",8950
"2020-05-29 00:00:00",9000
"2020-06-01 00:00:00",9000
"2020-06-02 00:00:00",8700
"2020-06-03 00:00:00",8500
"2020-06-04 00:00:00",8500
"2020-06-05 00:00:00",8500
"2020-06-08 00:00:00",8700
"2020-06-09 00:00:00",8750
"2020-06-10 00:00:00",8800
"2020-06-11 00:00:00",8850
"2020-06-12 00:00:00",8850
"2020-06-15 00:00:00",8850
"2020-06-16 00:00:00",8700
"2020-06-17 00:00:00",8500
"2020-06-18 00:00:00",8300
"2020-06-19 00:00:00",8200
"2020-06-22 00:00:00",8000
"2020-06-23 00:00:00",8000
"2020-06-24 00:00:00",8000
"2020-06-25 00:00:00",8000
"2020-06-26 00:00:00",8000
"2020-06-29 00:00:00",8000
"2020-06-30 00:00:00",8000
"2020-07-01 00:00:00",8000
"2020-07-02 00:00:00",8000
"2020-07-03 00:00:00",8100
"2020-07-06 00:00:00",8250
"2020-07-07 00:00:00",8500
"2020-07-08 00:00:00",8600
"2020-07-09 00:00:00",8750
"2020-07-10 00:00:00",8750
"2020-07-13 00:00:00",8500
"2020-07-14 00:00:00",8400
"2020-07-15 00:00:00",8450
"2020-07-16 00:00:00",8650
"2020-07-17 00:00:00",8800
"2020-07-20 00:00:00",8900
"2020-07-21 00:00:00",8900
"2020-07-22 00:00:00",8900
"2020-07-23 00:00:00",8850
"2020-07-24 00:00:00",8725
"2020-07-27 00:00:00",8675
"2020-07-28 00:00:00",8750
"2020-07-29 00:00:00",8925
"2020-07-30 00:00:00",8925
"2020-07-31 00:00:00",8900
"2020-08-03 00:00:00",8900
"2020-08-04 00:00:00",8950
